loan_id,amount,gender,district_name,using_time,age,num_trans_be4_loan,total_deposit_be4_loan,total_withdrawal_be4_loan,avg_balance_be4_loan,debit_payment_purpose,avg_salary,unemployment_rate,status,customer_segment
6949,104712,M,Tachov,5,22,216.0,1328234.0,-987552.0,52379.1574,loan payment,8930.0,3.5,A,1
6950,104712,M,Ostrava - mesto,6,55,382.0,2310046.0,-1924684.0,57357.8586,loan payment,10673.0,4.7,A,1
6960,76416,F,Hl.m. Praha,6,65,459.0,1516425.0,-1345146.0,31375.1961,loan payment,12215.5,0.2,A,1
6960,76416,M,Hl.m. Praha,6,62,459.0,1516425.0,-1345146.0,31375.1961,loan payment,12215.5,0.2,A,1
6965,139536,F,Trebic,6,58,330.0,2421436.0,-2041937.5,63889.9212,loan payment,8814.0,4.7,A,1
6985,113796,F,Brno - mesto,5,22,216.0,748035.0,-512388.0,36840.4583,loan payment,9897.0,1.6,A,1
6985,113796,M,Brno - mesto,5,28,216.0,748035.0,-512388.0,36840.4583,loan payment,9897.0,1.6,A,1
6995,96168,F,Zlin,4,27,149.0,615730.0,-528580.0,50492.7987,loan payment,9624.0,1.6,A,1
6996,126600,M,Pardubice,6,60,132.0,795504.0,-630470.0,47119.0682,loan payment,9538.0,1.5,A,1
6998,97632,F,Tabor,6,31,195.0,1545795.0,-1296153.0,53379.2923,loan payment,9104.0,1.5,A,1
7008,36168,M,Hl.m. Praha,4,38,144.0,557356.0,-428480.0,39063.6944,loan payment,12215.5,0.2,A,1
7046,91632,F,Pelhrimov,3,64,210.0,342195.0,-297408.0,17625.3429,household,8114.0,2.3,A,1
7046,91632,M,Pelhrimov,3,56,210.0,342195.0,-297408.0,17625.3429,household,8114.0,2.3,A,1
7051,77808,F,Hl.m. Praha,2,36,23.0,168443.0,-110745.0,68874.6522,loan payment,12215.5,0.2,A,1
7051,77808,M,Hl.m. Praha,2,44,23.0,168443.0,-110745.0,68874.6522,loan payment,12215.5,0.2,A,1
7057,231696,F,Hl.m. Praha,5,25,504.0,2513941.5,-2041937.5,45873.6905,loan payment,12215.5,0.2,A,1
7057,231696,M,Hl.m. Praha,5,26,504.0,2513941.5,-2041937.5,45873.6905,loan payment,12215.5,0.2,A,1
7061,121896,M,Brno - venkov,6,34,93.0,636171.0,-498935.0,54422.5914,loan payment,8743.0,1.8,A,1
7066,215388,M,Most,6,40,15.0,61162.0,-30500.0,32703.0,loan payment,10446.0,7.3,B,1
7097,75624,M,Brno - mesto,6,41,23.0,175156.0,-133200.0,50010.0,loan payment,9897.0,1.6,B,1
7104,240516,M,Frydek - Mistek,6,20,34.0,288866.0,-154428.0,45198.1765,loan payment,9893.0,4.0,A,1
7119,86880,F,Tabor,3,59,58.0,502311.0,-418505.0,56531.8448,loan payment,9104.0,1.5,A,1
7121,21924,F,Brno - venkov,6,40,90.0,317174.0,-219010.0,34272.1556,household,8743.0,1.8,A,1
7121,21924,M,Brno - venkov,6,39,90.0,317174.0,-219010.0,34272.1556,household,8743.0,1.8,A,1
7130,123408,M,Most,4,35,325.0,961745.0,-919960.0,28359.3692,loan payment,10446.0,7.3,A,1
7137,151560,M,Zdar nad Sazavou,6,46,56.0,495518.0,-333128.0,53976.2143,loan payment,8512.0,3.5,A,1
7166,198240,M,Usti nad Labem,4,43,32.0,156096.0,-85406.0,30953.1875,household,9832.0,3.3,A,1
7176,240516,M,Praha - zapad,6,23,483.0,2513941.5,-2041937.5,50676.8696,loan payment,9622.0,0.4,A,1
7192,115992,M,Tachov,6,62,381.0,1198347.0,-980784.0,25666.3622,loan payment,8930.0,3.5,A,1
7198,45768,F,Olomouc,6,22,27.0,103428.0,-49000.0,32555.8519,loan payment,8994.0,3.8,A,1
7199,45768,F,Prerov,3,61,547.5,2513941.5,-2041937.5,59138.5137,loan payment,8819.0,5.3,A,1
7199,45768,M,Prerov,3,55,547.5,2513941.5,-2041937.5,59138.5137,loan payment,8819.0,5.3,A,1
7201,67464,M,Chomutov,3,64,57.0,441079.0,-361105.0,48557.4211,loan payment,9675.0,6.4,A,1
7220,131292,M,Hl.m. Praha,6,45,166.0,688354.0,-615180.0,36635.2169,loan payment,12215.5,0.2,A,1
7226,197748,F,Rakovnik,6,29,32.0,271988.0,-185400.0,44735.5,household,8598.0,2.7,A,1
7226,197748,M,Rakovnik,6,31,32.0,271988.0,-185400.0,44735.5,household,8598.0,2.7,A,1
7235,154416,F,Pisek,6,30,32.0,182544.0,-102020.0,46716.1563,loan payment,8968.0,2.8,A,1
7240,240516,M,Vyskov,6,21,81.0,828981.0,-705642.0,57188.1852,loan payment,8288.0,3.7,A,1
7241,168984,M,Hl.m. Praha,6,23,160.0,920747.0,-826576.0,56053.8938,loan payment,12215.5,0.2,B,1
7243,217152,M,Olomouc,4,25,114.0,764284.0,-629812.0,49107.0526,loan payment,8994.0,3.8,A,1
7249,69360,M,Nachod,6,58,78.0,204510.0,-165850.0,33857.2051,loan payment,8369.0,1.7,A,1
7253,98304,M,Jindrichuv Hradec,4,29,113.0,974630.0,-812295.0,66405.0531,loan payment,8427.0,1.1,A,1
7259,108144,F,Kromeriz,6,36,110.0,773852.0,-730012.0,54652.9091,loan payment,8444.0,3.2,A,1
7259,108144,M,Kromeriz,6,42,110.0,773852.0,-730012.0,54652.9091,loan payment,8444.0,3.2,A,1
7262,182628,M,Prerov,6,40,26.0,153322.0,-62000.0,33229.0,household,8819.0,5.3,A,1
7263,89880,M,Karvina,4,36,29.0,215538.0,-176460.0,62571.3448,loan payment,10177.0,6.6,A,1
7264,44940,F,Hl.m. Praha,2,23,40.0,299036.0,-179820.0,52484.9,loan payment,12215.5,0.2,A,1
7277,89280,M,Hl.m. Praha,2,52,156.0,1281405.0,-932811.0,60522.1346,loan payment,12215.5,0.2,A,1
7284,52788,M,Cesky Krumlov,6,26,129.0,271152.0,-208071.0,22198.1628,household,9045.0,3.1,A,1
7305,54024,M,Trebic,5,31,441.0,1958799.0,-1846782.0,36480.2381,loan payment,8814.0,4.7,A,1
7308,129408,F,Bruntal,4,37,535.0,1277715.0,-1156725.0,30870.0187,household,8110.0,5.7,A,1
